24:7,8,6,1,5,8,9,8,6,2,9,2,9,2,4,5,7,8,7,6,4,1,5,3,3,4,4,3,2,5
25:9,1,3,7,6,6,2,9,7,1,1,2,2,5,3,2,8,7,8,6,1,4,9,8,1,3,7,5,6,8
26:5,2,9,2,4,9,3,1,4,6,4,9,1,2,4,7,2,8,6,4,3,7,2,6,9,2,6,7,6,9
27:3,3,3,5,8,9,6,3,8,4,7,3,9,2,1,6,2,5,4,7,2,5,8,7,3,8,3,4,8,7
28:9,8,2,5,4,2,5,2,6,9,5,1,7,2,8,1,5,3,6,2,5,1,1,6,7,7,4,3,6,9
29:9,8,5,1,8,1,2,1,1,9,4,1,3,7,3,1,9,4,4,6,3,9,5,1,3,7,6,8,1,6
30:9,6,3,3,9,9,6,2,7,5,6,7,7,8,8,4,7,2,3,7,7,4,3,1,5,2,8,2,8,9
31:3,8,7,5,2,6,7,9,1,1,7,5,4,9,5,8,6,4,4,5,3,5,5,9,1,7,6,3,5,7
32:2,2,4,3,5,8,6,7,7,3,2,5,3,8,7,4,6,7,9,7,2,3,6,6,9,4,5,7,3,2
33:4,9,2,5,4,4,7,9,7,8,9,6,9,4,5,1,7,2,5,4,5,6,9,2,8,4,2,7,6,6
34:7,4,4,7,6,9,2,1,1,8,3,9,1,2,1,8,4,3,1,4,4,9,4,5,6,2,5,8,5,1
35:8,3,8,4,9,8,6,5,3,1,8,9,1,5,8,3,7,7,1,9,1,1,5,1,5,1,9,2,5,8
36:5,7,5,1,2,4,8,5,8,3,7,6,8,5,5,1,9,2,1,8,8,1,9,6,3,2,5,6,8,9
37:2,7,7,9,5,1,2,5,2,5,3,6,7,3,5,4,5,7,7,1,1,6,3,9,6,3,2,9,2,5
38:9,1,5,7,6,6,2,9,7,1,1,2,2,5,3,2,8,7,8,6,1,4,9,8,1,3,7,5,6,8
39:8,8,2,7,6,9,6,1,2,7,9,2,8,8,1,2,8,9,8,5,4,5,2,4,4,5,4,9,5,6
40:8,1,2,3,1,3,1,7,6,8,4,7,9,5,5,4,2,3,7,3,6,9,2,6,3,6,1,7,8,9
41:9,1,1,6,8,9,1,3,8,6,4,5,6,1,7,1,6,9,1,3,8,7,9,1,3,7,9,4,7,3
42:3,3,7,2,8,9,8,8,9,1,5,9,8,4,2,8,1,1,2,2,7,5,7,6,3,8,7,7,4,2
43:1,5,9,1,5,1,8,1,7,3,9,5,9,8,8,2,7,5,8,5,1,9,9,5,1,9,1,8,4,1
44:4,1,2,3,6,4,2,2,1,5,3,6,3,1,6,3,4,8,1,4,8,1,7,3,7,6,7,1,2,3
45:1,3,4,7,4,4,1,7,1,7,4,6,9,4,4,4,8,1,3,9,9,7,6,7,5,9,2,9,4,2
46:6,8,4,6,6,4,2,1,5,2,8,8,2,6,7,9,4,3,1,9,2,8,5,1,3,4,5,4,5,2
47:5,9,4,3,7,6,5,5,2,4,9,8,9,2,4,4,3,3,2,6,7,1,2,3,9,9,3,3,9,1
48:4,9,3,7,5,4,8,6,7,7,2,2,8,8,5,1,6,1,9,9,2,1,3,5,6,5,2,5,8,6
49:5,1,8,8,6,2,1,1,7,7,1,5,2,6,2,3,9,2,6,5,5,8,2,7,9,4,9,3,2,4
50:8,7,4,2,8,1,4,7,3,3,3,9,1,2,4,1,6,4,7,7,6,8,8,4,1,4,2,9,9,9
51:5,8,8,6,9,1,2,8,1,7,3,8,8,3,9,8,2,4,5,9,1,1,5,2,7,9,6,2,6,7
52:4,6,5,5,8,9,8,6,5,2,3,1,8,9,5,6,5,9,4,2,1,6,6,4,3,5,1,9,3,5
53:1,8,4,1,6,3,6,4,4,8,4,5,2,8,7,7,6,7,1,8,4,4,4,6,8,1,6,7,6,6
54:8,1,9,1,5,4,9,5,9,5,6,7,2,7,8,5,9,8,5,4,7,5,2,4,2,7,6,6,3,8
55:1,5,2,8,4,4,6,2,5,3,8,3,6,8,4,7,2,2,6,1,5,8,9,6,9,7,6,3,6,3
56:8,6,4,2,3,9,7,2,1,9,6,2,3,5,5,3,5,6,6,7,8,4,5,5,5,1,9,5,5,4
57:5,4,2,7,9,3,6,6,6,1,9,7,4,3,5,5,1,6,1,1,6,9,8,6,6,1,4,9,2,3
58:7,9,8,4,2,7,2,5,9,8,1,9,9,9,1,4,7,8,7,2,2,8,6,5,9,4,5,8,4,5
59:2,7,9,9,6,2,9,7,9,5,5,3,3,1,9,7,9,4,9,4,8,4,5,9,1,4,2,6,5,4
60:7,2,1,4,3,6,5,8,9,5,5,9,1,4,3,5,5,9,8,6,5,5,2,4,5,1,1,2,3,2
61:4,6,2,5,4,4,4,4,3,8,4,3,8,3,2,6,1,7,8,2,4,8,5,3,1,8,3,2,7,5
62:3,8,7,5,2,6,7,9,1,1,7,7,4,9,5,8,6,4,4,5,3,5,5,9,1,7,6,3,5,7
63:2,3,7,3,2,1,3,5,2,2,5,3,5,9,7,8,8,9,7,6,7,3,7,3,3,2,2,9,3,3
64:8,8,2,7,6,9,6,1,2,7,9,2,8,8,1,2,8,9,8,5,4,5,2,4,4,5,4,9,5,6
65:6,6,4,5,7,6,4,9,6,8,1,9,1,2,9,3,6,1,4,9,8,2,3,7,5,2,6,7,2,7
66:8,1,8,4,4,9,1,8,2,5,8,9,8,7,8,7,9,8,6,1,9,9,4,1,8,8,6,5,9,3
67:6,9,1,8,4,2,1,2,6,5,9,2,5,7,4,1,5,6,3,8,1,4,3,5,1,3,3,8,6,5
68:6,1,6,5,5,2,2,3,9,8,8,5,9,3,6,6,9,2,8,9,2,1,2,4,9,9,7,5,7,3
69:6,5,4,6,2,8,7,9,8,7,2,6,5,4,5,2,1,1,7,2,9,3,3,1,1,3,2,3,8,2
70:1,4,7,8,3,9,1,6,8,7,3,3,8,1,8,2,5,7,6,1,5,5,5,5,1,7,2,8,4,6
71:9,5,3,8,4,2,3,8,8,2,2,4,5,9,9,5,4,7,3,6,4,6,4,6,5,2,3,2,1,1
72:6,9,1,8,4,2,1,2,6,5,9,2,8,7,4,1,5,6,3,8,1,4,3,5,1,3,3,8,6,5
73:2,4,9,8,6,4,6,9,3,4,6,1,4,3,7,1,7,7,9,6,1,7,4,4,9,2,6,1,4,9
74:5,2,9,2,4,9,3,1,4,6,4,9,1,2,4,8,2,8,6,4,3,7,2,6,9,2,6,7,6,8
75:5,7,5,1,2,4,8,5,8,3,7,6,8,5,5,1,9,2,1,8,8,1,9,6,3,2,5,6,5,3
76:2,7,6,1,3,1,3,9,6,1,3,9,3,6,4,5,1,1,1,5,4,5,1,3,3,6,4,2,7,6
77:1,2,6,5,4,3,1,6,2,3,3,2,5,5,8,8,8,1,4,2,8,8,5,7,1,3,7,7,3,4
78:3,1,6,1,8,2,1,3,6,7,8,2,9,2,4,8,4,4,6,3,7,2,9,7,3,6,2,7,8,7
79:2,4,5,1,1,8,5,4,9,6,7,8,2,4,6,8,9,6,1,1,6,7,4,1,1,7,6,3,3,3
80:4,8,3,7,5,2,9,6,7,9,5,3,6,4,4,2,3,8,8,5,4,9,4,6,5,8,8,1,9,1
81:2,7,7,9,5,1,2,5,2,5,3,6,7,3,5,4,5,7,7,1,1,6,3,9,6,3,2,9,2,6
82:5,7,5,1,2,4,8,5,8,3,7,6,8,5,5,1,9,2,1,8,8,1,9,6,3,2,5,6,5,9
83:3,8,6,8,1,3,1,6,2,9,3,3,9,3,2,2,3,8,3,1,1,1,3,9,2,7,2,4,5,3
84:8,1,8,4,4,9,1,8,2,5,8,9,8,7,8,7,9,8,6,1,9,9,4,1,8,8,6,5,9,6
85:5,4,2,4,1,2,4,6,9,4,5,9,4,9,7,8,6,3,9,8,6,2,4,7,5,5,4,7,9,9
86:6,6,5,8,7,7,2,2,6,3,8,8,4,2,7,8,3,8,1,5,5,9,8,6,7,2,1,2,1,4
87:5,1,6,3,7,1,5,3,6,6,7,6,5,9,8,5,1,1,5,7,9,5,8,4,3,2,8,6,3,2
88:3,7,7,7,7,5,4,6,4,3,2,1,3,3,8,3,8,3,5,4,6,2,5,9,6,9,5,7,4,2
89:2,5,4,1,4,3,4,2,5,7,6,7,7,1,1,7,2,8,3,7,4,8,6,3,9,6,8,8,9,4
90:8,1,8,4,4,9,1,8,2,5,8,9,8,7,8,7,9,6,6,1,9,9,4,1,8,8,6,5,9,3
91:2,4,2,6,5,4,2,2,7,8,4,5,3,4,1,5,3,1,9,3,9,7,8,2,1,3,7,3,6,2
92:1,8,2,3,6,3,9,1,8,7,2,3,1,5,4,7,5,8,5,9,3,8,8,5,8,9,4,8,9,5
93:4,9,3,7,5,3,3,6,3,4,6,4,6,3,6,1,9,6,7,5,1,3,3,3,4,9,8,1,3,7
94:8,1,9,9,5,4,9,5,9,5,6,7,2,7,8,5,9,8,5,4,7,5,2,4,2,7,6,6,3,3
95:8,7,3,8,2,5,8,8,2,1,1,9,4,3,6,4,4,5,8,3,1,3,2,8,9,1,2,2,7,5
96:7,1,7,1,3,4,8,4,5,2,3,9,9,1,4,3,6,1,2,3,2,9,7,2,2,2,7,7,4,5
97:7,5,3,6,7,1,3,1,5,4,3,7,6,8,4,6,9,4,8,1,7,9,6,7,5,1,5,4,1,9
98:1,9,4,9,5,7,3,2,5,8,6,7,1,3,1,7,3,8,6,1,2,6,2,4,7,4,3,6,9,9
99:1,2,5,2,3,7,1,1,1,9,3,9,2,2,7,8,2,5,4,4,3,5,4,4,8,8,9,3,7,8
100:4,8,8,6,3,8,9,7,3,7,5,5,3,2,7,1,6,7,8,3,7,2,7,5,1,7,1,8,2,7
101:4,8,8,9,7,5,4,7,1,9,1,4,7,6,2,8,5,2,8,7,4,8,5,5,9,4,1,6,9,6
102:6,6,2,1,9,2,4,8,5,6,1,7,7,6,4,5,7,1,1,7,3,5,6,4,8,9,5,2,6,8
103:3,9,5,2,4,3,5,1,4,2,4,3,6,8,4,8,6,3,9,3,9,2,7,7,7,4,9,3,1,2
104:8,3,9,4,8,8,6,2,8,5,4,5,1,8,6,5,3,2,9,4,9,9,1,2,6,4,5,4,1,1
105:1,6,3,5,7,5,6,8,2,1,1,1,9,9,3,9,6,5,9,4,3,1,1,6,3,5,2,6,2,3
106:3,2,1,6,3,9,4,7,6,3,1,2,2,9,7,3,5,5,4,9,4,1,8,1,1,9,1,8,2,2
107:6,6,3,5,7,6,4,9,6,8,1,9,1,2,9,3,6,1,4,9,8,2,3,7,5,2,6,7,2,2
108:7,9,1,9,3,7,5,4,7,4,9,1,8,6,7,3,3,4,5,5,9,2,9,3,4,4,2,6,7,2
109:5,6,1,7,3,9,1,7,9,8,7,4,7,7,8,3,2,4,4,6,5,8,2,3,1,9,2,4,5,3
110:7,4,1,2,3,4,2,2,4,1,6,8,3,7,7,7,6,1,5,1,2,5,2,7,5,3,2,3,3,5
111:4,5,5,5,5,5,6,3,2,8,7,9,4,7,4,6,1,9,7,9,6,7,2,3,1,4,5,6,3,5
112:4,1,3,7,5,3,3,6,3,4,6,4,6,3,6,1,9,6,7,5,1,3,3,3,4,9,8,1,3,6
113:1,1,4,6,1,6,7,9,8,3,5,2,2,2,3,3,6,4,4,7,9,4,5,7,8,4,9,9,6,2
114:2,7,7,9,5,1,2,5,2,5,3,6,7,8,5,4,5,7,7,1,1,6,3,9,6,3,2,9,2,6
115:1,5,8,1,9,6,8,1,7,4,7,5,3,8,3,5,6,4,4,3,1,7,4,5,6,1,5,6,8,9
116:9,7,2,5,2,2,5,5,1,6,7,6,6,4,4,8,2,2,5,6,3,2,6,5,7,3,3,9,5,5
117:4,8,3,7,5,2,9,6,7,9,5,3,6,4,4,2,3,8,8,5,4,9,4,6,5,8,8,1,9,2
118:5,4,5,2,9,4,5,3,8,6,9,1,2,1,7,9,3,1,9,5,8,5,6,9,6,3,5,6,6,7
119:8,9,2,7,3,5,3,7,7,6,3,9,5,5,3,6,9,2,6,5,3,7,5,3,4,4,3,4,9,8
120:9,7,2,5,2,2,5,5,1,6,7,6,3,4,4,8,2,2,5,6,3,2,6,5,7,3,3,9,5,8
121:6,5,7,9,3,1,5,3,6,4,8,7,8,5,3,1,4,4,1,7,6,8,2,3,1,5,7,8,1,8
122:5,9,9,3,4,8,3,1,8,1,2,5,3,7,2,6,9,6,3,1,9,6,3,1,4,2,5,7,6,7
123:4,7,2,4,4,5,8,1,4,1,7,1,1,5,8,5,9,7,3,3,2,6,5,5,1,7,4,5,5,4
124:1,4,7,8,3,9,1,6,8,7,3,3,8,1,8,2,5,7,6,1,5,5,5,2,1,7,2,8,4,6
125:8,7,9,9,6,1,9,7,7,4,1,6,9,1,3,1,9,1,4,3,4,5,9,6,4,6,6,5,7,5
126:3,6,5,1,8,3,6,9,8,9,3,1,8,7,6,6,3,7,1,3,8,7,7,5,4,4,3,5,8,1
127:6,5,4,3,2,9,8,9,5,2,7,1,6,1,2,1,9,4,7,6,3,7,5,9,7,4,5,8,4,3
128:2,2,3,6,6,9,5,6,6,6,9,1,5,5,2,1,1,2,9,4,1,2,8,9,5,6,7,8,2,4
129:8,1,4,2,8,9,9,4,6,3,5,3,5,2,4,7,7,4,8,7,7,8,1,1,1,5,3,4,6,4
130:6,8,9,3,6,8,9,8,9,3,3,1,4,4,3,8,8,5,8,1,8,3,7,3,5,8,8,1,5,8
131:1,6,5,1,9,7,9,5,9,2,3,3,9,4,3,1,6,9,4,9,6,7,8,3,5,1,5,3,5,5
132:6,8,5,6,6,1,7,6,1,7,9,8,6,2,4,7,3,8,1,6,9,9,6,2,2,9,7,8,3,1
133:8,1,1,5,8,9,3,7,6,8,6,8,7,1,2,5,4,9,3,5,6,6,2,5,1,8,9,8,5,8
134:8,8,4,3,2,8,1,7,3,1,4,4,5,5,2,1,3,5,2,8,9,8,9,6,7,7,7,9,4,5
135:6,5,7,2,4,4,4,1,8,8,2,8,1,8,4,9,7,8,7,9,5,9,1,1,6,4,8,3,6,7
136:8,3,8,4,9,8,6,5,3,1,8,9,1,5,8,3,7,7,1,9,1,1,5,6,5,1,9,2,5,8
137:2,4,2,6,5,4,2,2,7,8,4,5,3,4,1,5,3,1,9,3,9,7,8,2,1,3,7,3,6,2
138:8,3,5,1,5,5,1,2,7,4,8,4,5,6,7,9,5,2,5,9,1,6,1,4,5,7,2,5,1,4
139:9,2,7,8,6,8,5,1,9,3,3,3,7,8,6,2,6,9,7,7,6,9,2,2,4,9,1,3,6,2
140:7,8,6,1,5,8,9,8,6,2,9,2,9,2,4,5,7,8,7,6,4,1,5,3,3,4,4,3,2,6
141:1,8,8,1,8,5,2,1,4,8,5,3,3,6,5,5,2,9,1,9,4,3,1,2,8,3,9,1,6,6
142:8,6,2,1,9,7,2,2,9,1,6,1,9,5,3,9,8,8,9,5,1,2,4,4,7,7,7,9,6,4
143:8,4,1,4,3,3,3,5,7,7,2,4,9,1,1,9,4,9,6,1,2,8,5,1,4,5,7,2,9,8
144:4,8,8,6,3,8,9,7,3,7,5,5,3,2,7,1,6,7,8,3,7,2,7,5,1,7,1,8,4,7
145:8,6,5,7,6,8,8,7,6,2,7,7,8,2,3,1,5,8,2,1,7,1,9,2,7,8,5,4,7,6
146:4,9,8,3,5,1,2,4,2,1,1,7,3,9,4,3,3,1,4,6,4,5,3,7,3,1,7,2,1,5
147:6,5,4,1,5,2,9,4,1,5,7,1,3,4,7,1,2,3,1,7,7,7,2,6,4,4,6,6,3,9
148:3,8,8,9,2,4,5,3,7,7,5,4,7,5,8,6,2,9,2,4,4,7,9,2,2,7,3,5,8,9
149:5,2,8,5,7,7,9,9,9,2,4,8,6,5,1,3,7,1,2,5,5,1,5,6,7,2,7,6,3,8
150:4,1,3,5,2,3,6,5,5,1,4,7,8,4,7,8,7,9,7,1,7,2,9,6,8,5,8,5,2,6
151:9,3,1,1,5,6,9,5,2,2,4,1,4,4,2,2,2,8,3,9,7,7,7,1,9,5,8,9,6,9
152:6,2,2,4,5,3,9,7,2,4,5,7,7,5,2,6,5,9,9,9,6,7,6,5,3,5,6,6,2,3
153:7,4,4,7,6,9,2,1,1,8,3,9,1,2,1,8,4,3,1,4,4,9,4,5,6,2,5,8,5,9
154:1,8,8,1,9,6,2,6,9,6,7,6,9,3,7,4,8,6,3,4,3,6,5,9,6,5,4,5,6,9
155:6,6,3,5,7,6,4,9,6,8,1,9,1,2,9,3,6,1,4,9,8,2,3,7,5,2,6,7,2,7
156:5,8,8,3,2,1,8,8,6,2,7,9,3,4,7,9,3,3,3,8,6,6,1,7,9,4,2,3,8,3
157:3,1,7,5,6,8,1,3,5,2,3,5,1,6,7,6,8,7,2,3,2,9,1,2,8,9,1,8,7,1
158:1,3,3,6,7,1,3,4,7,5,3,9,5,6,6,7,6,5,6,3,6,4,9,7,9,3,5,8,3,5
159:4,9,1,1,1,1,3,1,4,2,3,7,2,5,1,6,6,3,1,3,3,8,5,6,2,1,2,7,8,7
160:8,8,2,2,4,3,6,8,4,1,6,1,8,6,2,8,5,5,2,3,2,8,7,6,5,3,7,4,6,4
161:5,5,5,3,7,2,9,4,9,8,6,7,8,3,8,8,5,3,6,2,2,9,2,9,8,9,2,3,1,1
162:3,8,7,9,8,3,5,4,5,1,6,6,3,4,5,2,6,5,9,6,3,9,1,8,5,1,7,3,6,3
163:4,1,3,5,2,3,6,5,5,1,4,7,8,4,7,5,7,9,7,1,7,2,9,6,8,5,8,5,2,3
164:8,5,1,1,7,6,3,3,4,1,7,6,4,8,1,7,4,1,7,9,5,5,9,2,5,7,5,8,5,9
165:9,8,6,7,2,6,2,8,5,5,7,7,7,7,6,9,9,8,2,9,7,3,7,3,4,9,2,2,3,6
166:6,9,5,4,7,5,3,2,3,9,7,5,7,1,7,8,8,6,5,4,2,9,1,7,4,9,9,5,1,6
167:8,9,9,9,7,5,5,2,4,6,6,8,5,5,1,4,3,8,6,5,3,4,9,1,8,5,9,1,7,1
168:3,6,3,2,7,2,6,8,5,3,2,2,4,3,1,9,7,1,5,7,3,8,7,1,5,6,2,2,5,9
169:7,3,9,2,9,9,3,7,4,2,1,3,8,4,2,4,8,9,3,4,8,1,3,7,9,1,7,4,8,2
170:4,6,9,3,4,9,7,2,7,1,9,1,6,3,1,2,6,7,7,8,8,9,9,5,2,9,3,1,9,5
171:2,3,7,3,2,1,3,5,2,2,5,3,5,9,7,8,8,9,6,6,7,3,7,3,3,2,2,9,3,3
172:7,7,2,1,1,1,7,2,4,7,8,8,6,6,3,5,3,8,5,1,7,4,4,4,6,3,3,7,9,5
173:2,8,3,3,3,6,1,9,7,8,3,1,2,9,5,3,4,8,8,6,3,4,5,1,9,6,5,2,1,8
174:8,3,5,1,5,5,1,2,7,4,8,4,5,6,7,9,5,2,5,9,1,6,1,4,5,7,2,5,1,4
175:3,5,4,6,2,7,2,8,3,8,6,2,3,6,8,6,6,8,7,5,5,1,2,9,4,5,7,8,7,7
176:1,7,7,5,2,3,1,7,8,8,4,3,9,5,5,5,4,5,6,5,5,6,1,6,8,9,3,1,4,3
177:2,3,3,8,2,5,1,6,3,2,1,3,7,2,7,2,2,6,9,4,6,7,2,9,3,2,7,5,8,2
178:7,4,4,7,6,9,2,1,1,8,3,9,1,1,1,8,4,3,1,4,4,9,4,5,6,2,5,8,5,1
179:1,3,4,7,4,4,1,7,1,7,4,6,9,4,4,4,8,1,3,9,9,7,6,7,5,9,2,9,4,9
180:9,3,4,4,7,9,7,7,7,1,2,1,8,5,8,9,4,1,9,7,1,8,8,1,3,6,6,8,7,5
181:9,5,9,8,1,9,7,9,9,5,3,9,8,2,3,6,6,3,5,5,6,5,1,7,6,2,6,7,8,5
182:8,1,7,2,1,3,9,1,4,1,4,5,3,1,4,6,5,5,3,1,1,1,7,8,2,4,2,2,6,4
183:8,3,2,8,6,3,7,6,9,3,7,1,1,2,5,9,9,3,8,3,6,7,5,3,6,4,3,4,9,3
184:3,6,5,1,6,2,2,7,2,2,7,3,1,6,2,7,2,5,3,6,6,1,8,5,1,2,1,1,9,4
185:6,1,1,5,8,6,9,5,2,3,6,8,3,2,6,1,2,4,1,3,3,5,3,6,2,2,4,7,1,9
186:6,4,7,1,1,9,6,7,7,2,8,1,3,6,3,4,9,3,6,4,7,9,9,1,5,2,5,5,4,3
187:3,1,5,4,3,6,2,1,6,5,9,5,5,8,8,1,7,7,2,5,9,9,8,5,8,2,1,7,6,9
188:8,7,9,9,6,1,9,7,7,4,1,6,9,1,3,1,9,1,4,3,4,5,9,6,4,6,6,5,7,3
189:9,9,5,2,3,6,3,3,3,2,2,9,4,4,4,1,1,3,3,9,6,4,2,9,5,4,7,3,3,4
190:5,5,5,3,7,2,9,4,9,4,6,7,8,3,8,8,5,3,6,2,2,9,2,9,8,9,2,3,1,4
191:9,5,7,9,6,3,3,7,2,3,1,2,5,5,7,1,9,5,9,3,9,8,7,3,5,3,2,1,7,2
192:8,9,2,7,3,5,3,7,7,6,3,9,5,5,3,6,9,2,6,5,3,7,5,3,4,4,3,4,9,1
193:4,5,1,8,9,3,8,3,8,2,3,6,7,6,1,2,6,1,9,3,1,8,1,9,3,1,9,6,4,7
194:2,3,8,3,7,1,8,4,5,7,3,2,7,6,4,8,7,7,2,9,4,1,7,1,7,6,1,8,1,5
195:8,8,2,3,8,6,5,7,3,1,5,9,5,5,5,6,2,1,4,5,4,7,8,8,1,8,2,4,6,7
196:1,3,3,6,7,1,3,4,7,5,3,9,5,6,6,7,6,5,6,3,6,4,9,7,2,3,5,8,3,5
197:3,1,7,5,6,8,1,3,5,2,3,5,1,6,7,6,8,7,2,3,2,9,1,8,8,9,1,8,7,2
198:8,8,6,1,7,7,9,3,5,2,1,2,8,1,8,4,1,1,7,1,8,4,1,5,5,4,2,6,6,8
199:1,6,9,5,5,8,5,5,8,2,6,9,7,6,9,9,7,6,9,2,4,9,3,9,3,1,7,5,5,8
200:7,7,5,8,1,7,2,9,7,2,3,2,3,4,9,9,2,2,2,7,4,5,9,3,3,3,5,2,2,7
201:9,9,7,2,7,4,8,3,7,7,1,5,2,7,7,7,3,5,9,5,4,7,4,7,2,1,1,2,7,3
202:9,1,1,6,8,9,1,3,8,6,4,5,6,1,7,1,6,9,4,3,8,7,9,1,3,7,9,4,7,3
203:6,1,6,5,5,2,2,3,9,8,8,5,9,3,6,6,9,2,8,9,2,1,2,4,9,9,7,5,2,3
204:7,9,9,9,9,6,8,7,1,8,5,9,9,1,5,9,7,9,3,2,3,4,1,5,3,4,5,5,2,1
205:5,3,3,5,6,6,2,2,6,8,3,1,5,5,4,5,5,1,1,3,6,1,1,9,6,6,1,8,8,9
206:5,9,4,3,7,6,5,5,2,4,9,8,9,2,9,4,3,3,2,6,7,1,2,3,9,9,3,3,9,1
207:9,9,2,2,6,1,9,5,3,7,7,5,9,8,1,7,8,4,4,8,9,9,1,1,7,3,4,2,6,7
208:2,6,9,2,9,5,1,8,1,2,8,2,7,7,1,7,5,6,1,9,2,8,1,1,7,6,9,2,6,2
209:3,7,1,9,5,5,3,3,7,2,8,7,9,9,2,1,4,1,2,7,2,3,3,7,2,8,4,7,2,1
210:6,2,8,8,9,6,1,3,6,5,4,9,6,2,4,3,8,4,4,6,7,3,9,1,4,2,4,2,1,5
211:8,3,2,7,9,8,2,8,7,2,1,1,1,8,2,4,3,5,4,6,5,6,7,8,5,2,5,4,3,9
212:7,7,2,2,1,9,4,1,3,7,3,4,9,4,8,5,9,7,3,9,5,9,5,9,1,4,4,3,3,9
213:8,3,5,1,5,5,1,2,7,4,8,4,5,6,7,9,9,2,5,9,1,6,1,4,5,7,2,5,1,4
214:9,4,6,2,7,3,3,2,5,4,4,2,1,4,3,1,6,2,8,8,1,6,8,8,3,8,2,6,6,9
215:5,8,8,6,9,1,2,8,1,7,3,8,8,3,9,8,2,4,5,9,1,2,5,2,7,9,6,2,6,7
216:2,7,3,6,6,1,3,5,6,7,2,9,8,6,8,3,1,5,1,9,3,7,2,8,2,3,6,3,4,4
217:3,8,8,9,2,4,5,3,7,7,5,4,7,5,8,6,2,9,2,4,8,7,9,2,2,7,3,5,8,9
218:8,1,8,5,6,7,5,5,7,3,9,1,9,7,4,6,7,9,8,8,8,1,4,8,2,8,1,2,3,7
219:2,8,8,3,3,6,1,9,7,8,3,1,2,9,5,3,4,8,8,6,3,4,5,1,9,6,5,2,1,8
220:1,8,2,3,6,3,9,1,8,7,2,3,1,5,3,7,5,8,5,9,3,8,8,5,8,9,4,8,9,8
221:1,6,9,5,5,8,5,5,8,2,6,9,7,6,9,9,7,6,9,2,4,9,3,9,3,1,4,5,5,8
222:1,3,2,2,5,3,9,9,8,7,1,1,6,1,2,8,5,4,9,6,2,4,9,1,6,9,8,1,9,9
223:2,7,9,9,6,2,9,7,9,5,5,3,6,1,9,7,9,4,9,4,8,4,5,9,1,4,2,6,5,4
224:3,6,5,8,5,1,4,3,5,6,2,6,1,2,7,1,7,1,1,7,4,3,8,9,1,3,6,2,6,9
225:1,8,8,1,9,6,2,6,9,6,7,6,9,3,7,4,8,6,3,4,3,6,5,9,6,5,6,5,6,8
